PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L
135035,Israel, ,Satisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135036,Israel, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135037,Israel, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135038,Israel, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135039,Israel, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135040,Israel, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Worsen a lot,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135041,Israel, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135042,Israel, ,Satisfied, , ,Somewhat good,Improve a little,Very good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135043,Israel, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135044,Israel, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, , ,Very unfavorable,Very unfavorable, 
135045,Israel, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135046,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135047,Israel, ,Satisfied, , ,Somewhat good,Don't know,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135048,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Don't know,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135049,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135050,Israel, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Don't know,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135051,Israel, ,Satisfied, , ,Somewhat good,Don't know,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135052,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135053,Israel, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat good,Don't know,Same (Volunteered),Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135054,Israel, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135055,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135056,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Don't know,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135057,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135058,Israel, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135059,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135060,Israel, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a lot,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135061,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135062,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135063,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135064,Israel, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135065,Israel, ,Satisfied, , ,Somewhat good,Don't know,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135066,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135067,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, , ,Very unfavorable,Somewhat unfavorable, 
135068,Israel, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Don't know,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, , ,Somewhat unfavorable,Very unfavorable, 
135069,Israel, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135070,Israel, ,Satisfied, , ,Somewhat good,Worsen a lot,Somewhat good,Worsen a little,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135071,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Somewhat unfavorable,Very unfavorable, 
135072,Israel, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135073,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Very bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135074,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135075,Israel, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Better off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135076,Israel, ,Satisfied, , ,Very bad,Remain the same,Very bad,Improve a little,Better off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135077,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135078,Israel, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Somewhat unfavorable, 
135079,Israel, ,Satisfied, , ,Somewhat good,Worsen a lot,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , ,Somewhat unfavorable,Somewhat unfavorable, 
135080,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135081,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , ,Very unfavorable,Very unfavorable, 
135082,Israel, ,Satisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a little,Same (Volunteered),Very favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135083,Israel, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135084,Israel, ,Dissatisfied, , ,Don't know,Remain the same,Refused,Improve a little,Same (Volunteered),Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135085,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , ,Very unfavorable,Somewhat unfavorable, 
135086,Israel, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, , ,Very unfavorable,Very unfavorable, 
135087,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135088,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Don't know,Better off,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135089,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135090,Israel, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135091,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Don't know,Same (Volunteered),Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135092,Israel, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135093,Israel, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135094,Israel, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
135095,Israel, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , ,Very unfavorable,Very unfavorable, 
