PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G
130290,China, ,Don't know, , ,Somewhat good,Don't know,Somewhat good,Worsen a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Don't know,Don't know
130291,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Don't know,Somewhat favorable,Don't know,Don't know
130292,China, ,Satisfied, , ,Somewhat good,Don't know,Somewhat good,Improve a little,Don't know,Very unfavorable,Very unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Don't know,Don't know
130293,China, ,Satisfied, , ,Somewhat good,Don't know,Very bad,Don't know,Better off,Don't know,Don't know,Very favorable,Don't know,Don't know,Don't know,Don't know
130294,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Very favorable,Somewhat favorable,Don't know
130295,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130296,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable
130297,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Don't know,Somewhat favorable,Don't know,Don't know
130298,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
130299,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130300,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130301,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
130302,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130303,China, ,Don't know, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
130304,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130305,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable
130306,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130307,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Don't know,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
130308,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130309,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know
130310,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Don't know
130311,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
130312,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130313,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
130314,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Somewhat favorable,Very favorable,Don't know,Don't know,Don't know,Don't know
130315,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
130316,China, ,Don't know, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
130317,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable
130318,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
130319,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130320,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130321,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130322,China, ,Satisfied, , ,Somewhat good,Remain the same,Don't know,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
130323,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130324,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
130325,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable
130326,China, ,Refused, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
130327,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
130328,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130329,China, ,Don't know, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130330,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130331,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Same (Volunteered),Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
130332,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable
130333,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
130334,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
130335,China, ,Don't know, , ,Somewhat good,Improve a little,Don't know,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
130336,China, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable
130337,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
130338,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
130339,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130340,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
130341,China, ,Satisfied, , ,Somewhat good,Improve a little,Don't know,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
130342,China, ,Don't know, , ,Somewhat good,Remain the same,Don't know,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know
130343,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
130344,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know
130345,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Don't know,Very unfavorable
130346,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
130347,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130348,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
130349,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Very unfavorable,Don't know,Very favorable,Somewhat unfavorable,Very unfavorable,Refused,Very favorable
130350,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130351,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130352,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
130353,China, ,Don't know, , ,Refused,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
130354,China, ,Don't know, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130355,China, ,Don't know, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable
130356,China, ,Satisfied, , ,Somewhat good,Remain the same,Don't know,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
130357,China, ,Don't know, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable
130358,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable
130359,China, ,Satisfied, , ,Somewhat good,Remain the same,Very bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
