PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
140986,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a lot,Better off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable, , 
140987,Venezuela, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
140988,Venezuela, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, , 
140989,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Don't know,Don't know,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
140990,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140991,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140992,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
140993,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
140994,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
140995,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable, , 
140996,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
140997,Venezuela, ,Satisfied, , ,Somewhat bad,Don't know,Somewhat good,Improve a little,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
140998,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable, , 
140999,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Don't know, , 
141000,Venezuela, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Don't know,Don't know, , 
141001,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Very good,Improve a lot,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
141002,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very favorable,Don't know,Don't know, , 
141003,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Refused,Somewhat favorable,Somewhat favorable,Refused, , 
141004,Venezuela, ,Satisfied, , ,Very bad,Improve a lot,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , 
141005,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
141006,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable, , 
141007,Venezuela, ,Satisfied, , ,Very good,Improve a little,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very favorable, , 
141008,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
141009,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable, , 
141010,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know, , 
141011,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
141012,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, , 
141013,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
141014,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
141015,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141016,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141017,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
141018,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Somewhat unfavorable, , 
141019,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141020,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
141021,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Remain the same,Don't know,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
141022,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know, , 
141023,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable, , 
141024,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141025,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable, , 
141026,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
141027,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very favorable,Very favorable,Very favorable, , 
141028,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
141029,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Somewhat unfavorable, , 
141030,Venezuela, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
141031,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
141032,Venezuela, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable, , 
141033,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141034,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
141035,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
141036,Venezuela, ,Satisfied, , ,Very bad,Remain the same,Very bad,Remain the same,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
141037,Venezuela, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat bad,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, , 
141038,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
141039,Venezuela, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , 
141040,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
141041,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141042,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
141043,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Don't know,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
141044,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, , 
141045,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
141046,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
141047,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable, , 
141048,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
141049,Venezuela, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
141050,Venezuela, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Very favorable,Very favorable, , 
141051,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, , 
141052,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
141053,Venezuela, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
141054,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Somewhat unfavorable,Very favorable,Somewhat favorable, , 
141055,Venezuela, ,Satisfied, , ,Very good,Improve a little,Very good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable, , 
141056,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
141057,Venezuela, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
141058,Venezuela, ,Dissatisfied, , ,Somewhat good,Improve a little,Very good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
141059,Venezuela, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
141060,Venezuela, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a lot,Same (Volunteered),Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , 
